Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1047,a,a,3750.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
1048,d,c,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1049,a,a,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1050,d,c,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1051,c,a,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
1052,a,c,5080.0,0.0,0.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1053,a,a,1710.0,7.0,2015.0,0,0.0,0.0,0
1054,a,c,13190.0,0.0,0.0,1,45.0,2013.0,"Feb,May,Aug,Nov"
1055,c,a,1980.0,4.0,2009.0,0,0.0,0.0,0
1056,d,c,5350.0,0.0,0.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1057,d,c,3230.0,11.0,2011.0,0,0.0,0.0,0
1058,a,c,180.0,0.0,0.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1059,c,a,3380.0,4.0,2013.0,0,0.0,0.0,0
1060,a,c,3430.0,0.0,0.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1061,d,c,8110.0,0.0,0.0,0,0.0,0.0,0
1062,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
1063,a,c,6250.0,0.0,0.0,0,0.0,0.0,0
1064,a,c,420.0,0.0,0.0,0,0.0,0.0,0
1065,a,a,1290.0,0.0,0.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
1066,a,a,3350.0,0.0,0.0,0,0.0,0.0,0
1067,d,c,12020.0,7.0,2009.0,0,0.0,0.0,0
1068,d,c,5010.0,0.0,0.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
1069,a,c,18050.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1070,c,c,400.0,10.0,2008.0,0,0.0,0.0,0
1071,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1072,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
1073,a,c,1710.0,0.0,0.0,1,44.0,2012.0,"Jan,Apr,Jul,Oct"
1074,c,c,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1075,a,c,1410.0,10.0,2013.0,0,0.0,0.0,0
1076,a,c,90.0,0.0,0.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1077,a,a,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1078,d,c,670.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1079,a,a,16680.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1080,a,a,2410.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1081,b,a,400.0,3.0,2006.0,0,0.0,0.0,0
1082,c,a,440.0,4.0,2002.0,0,0.0,0.0,0
1083,d,c,11540.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1084,a,a,190.0,0.0,0.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1085,c,a,4030.0,2.0,2015.0,0,0.0,0.0,0
1086,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1087,d,c,2210.0,11.0,2011.0,0,0.0,0.0,0
1088,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1089,d,a,5220.0,5.0,2009.0,0,0.0,0.0,0
1090,a,a,330.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1091,a,c,9990.0,0.0,0.0,0,0.0,0.0,0
1092,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1093,c,c,10450.0,6.0,2009.0,0,0.0,0.0,0
1094,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1095,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1096,a,c,1130.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
1097,b,b,720.0,3.0,2002.0,0,0.0,0.0,0
1098,a,a,1830.0,11.0,2004.0,0,0.0,0.0,0
1099,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
1100,a,a,540.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1101,d,c,4060.0,9.0,2012.0,0,0.0,0.0,0
1102,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1103,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1104,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1105,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1106,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1107,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1108,a,a,540.0,4.0,2004.0,0,0.0,0.0,0
1109,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
1110,c,c,900.0,9.0,2010.0,0,0.0,0.0,0
1111,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1112,c,c,1880.0,4.0,2006.0,0,0.0,0.0,0
1113,a,c,9260.0,0.0,0.0,0,0.0,0.0,0
1114,a,c,870.0,0.0,0.0,0,0.0,0.0,0
1115,d,c,5350.0,0.0,0.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
